SaleID,price
200000,603.7173181147249
200001,5659.507720805935
200002,11762.19499823682
200003,441.64783930601186
200004,2526.3075412643084
200005,1627.0338445313841
200006,3530.8880833950293
200007,5719.0739707916655
200008,14793.943378010084
200009,2569.311436436051
200010,3667.0949366522445
200011,2925.6153470101754
200012,7495.579409146996
200013,10184.939539853933
200014,3142.8938184881144
200015,4913.0352731195235
200016,1504.0741127684087
200017,12666.255017015126
200018,11897.378225933815
200019,3397.652861576856
200020,18128.76777762833
200021,9407.236170488151
200022,2544.9492661794966
200023,1670.8588919794406
200024,755.067900726862
200025,9926.246400400207
200026,3363.456805787807
200027,11850.451042522407
200028,6731.031694746149
200029,9371.241153196142
200030,15913.492441906192
200031,11696.680532243605
200032,1723.48534986152
200033,11994.228046434811
200034,73.44423820339216
200035,4045.4126367886083
200036,14384.066930294919
200037,12878.627760929588
200038,499.90910994576404
200039,4635.083785573041
200040,258.19372102909546
200041,15762.790290275812
200042,3085.1166124733318
200043,9034.281175055588
200044,16934.770475408957
200045,2708.8243981832175
200046,13761.511866491282
200047,15375.23689801083
200048,2459.8193231303317
200049,4963.49197767951
200050,2180.235677555248
200051,7380.84589706996
200052,5734.769070573883
200053,3124.8967797591745
200054,14086.46908911193
200055,13303.61991941465
200056,9070.026652404766
200057,5200.538359819843
200058,704.9419590578706
200059,6518.508360444155
200060,8912.20795433052
200061,752.9085547182883
200062,10638.871195308097
200063,10376.886542177996
200064,478.7372765200911
200065,2358.92314543118
200066,2446.9433696466417
200067,12140.993547944723
200068,6513.642957383678
200069,15305.089879850508
200070,11845.1900490976
200071,1896.2093126262603
200072,8516.075988612385
200073,15454.958705035106
200074,5873.411725957328
200075,12881.680302892131
200076,7044.43324346576
200077,2000.3609690125536
200078,4566.419672425807
200079,3918.4093775452916
200080,4700.843026883585
200081,700.3760827126214
200082,7364.344950822668
200083,2597.060697994614
200084,2791.701002033084
200085,2354.513456041047
200086,11146.905339540694
200087,5264.223452949496
200088,2062.793664142274
200089,19535.73280309058
200090,3945.159592279102
200091,5258.840806515227
200092,4017.112773923138
200093,14330.063660707418
200094,12699.505504584857
200095,7719.751637136202
200096,3324.984700410593
200097,82.78200529483802
200098,2912.5777915607127
200099,14492.098587748227
200100,18222.954788240022
200101,9937.832586605193
200102,2905.622777288748
200103,16333.673021099112
200104,7541.9127467980625
200105,8111.973872453498
200106,13233.031814835707
200107,6402.353795907501
200108,15150.32328198661
200109,8753.301628213016
200110,1677.3482019362914
200111,4275.026513812749
200112,1381.9741467651882
200113,3239.9862382363826
200114,1985.177500290214
200115,636.9959516657888
200116,14228.262582717562
200117,12944.648943721379
200118,25222.519619596653
200119,6017.033082581297
200120,3919.600105191802
200121,4984.141675361922
200122,887.366049548622
200123,4316.569598942088
200124,23937.572435605794
200125,1605.596821704004
200126,4825.303033713196
200127,14811.265498473524
200128,277.8848358429139
200129,8838.40846442538
200130,5565.630315040292
200131,3439.8783570464466
200132,2068.149217386832
200133,3380.311230896345
200134,986.8992827348454
200135,5424.135358054543
200136,5760.820772024499
200137,140.13374519920325
200138,12686.699172776707
200139,12007.880510018567
200140,5583.1535316571335
200141,2784.450989516446
200142,5776.645954647674
200143,9334.946797184675
200144,851.5866571435232
200145,8045.829503028057
200146,3701.8319687113094
200147,6058.059674582784
200148,2927.4588292249246
200149,3872.88968921985
200150,13211.041115053633
200151,6521.25425029261
200152,3106.7078633390397
200153,2149.5843871419224
200154,9045.073225239703
200155,3893.71329865445
200156,15899.300658302393
200157,11560.424786303625
200158,14504.804367893963
200159,6474.736086890065
200160,10425.854603033558
200161,12015.04615893056
200162,11104.674328293757
200163,212.555871953888
200164,14328.830666569216
200165,15422.696465718886
200166,20060.92687672981
200167,5466.647731183308
200168,21868.059204004443
200169,15.777444177533472
200170,3751.3899961902544
200171,10004.969898869258
200172,2796.4963300972654
200173,20722.66605919537
200174,677.4652607243173
200175,3866.2642274919854
200176,9780.49238397408
200177,7152.9886324247245
200178,7702.865513722756
200179,7189.110074822226
200180,1356.365925968416
200181,12750.047255246358
200182,5181.305738288288
200183,3216.732781085803
200184,3406.578034051131
200185,6765.62686307261
200186,4003.6916813734715
200187,9516.704815429977
200188,13086.239110957094
200189,11264.441052690298
200190,6467.496117491879
200191,5135.346850098135
200192,1142.479878521699
200193,5259.76299959288
200194,10834.798886178503
200195,2360.299778996853
200196,651.3714157412884
200197,17887.18386215833
200198,567.8563971141054
200199,7458.462855252925
200200,1551.0014425314882
200201,12263.548184643381
200202,2991.350155165304
200203,3873.2714367487483
200204,9531.628952968871
200205,7496.676679264805
200206,2984.3722717282153
200207,9509.405483220791
200208,6934.720542803366
200209,88.34318565907525
200210,15019.730139992791
200211,8911.40853193054
200212,8522.742611787246
200213,10887.666231167968
200214,16684.596151930113
200215,8215.83753530784
200216,5905.483413152913
200217,10.285429832705995
200218,12712.264593504166
200219,456.5515198052846
200220,6792.350081259179
200221,8689.83841777253
200222,3953.314734670147
200223,1925.744030579584
200224,15359.10299524104
200225,4085.179978495608
200226,308.29980934964186
200227,9150.289803946043
200228,5352.814078585665
200229,8937.77468205084
200230,8688.074807990375
200231,9297.315147807563
200232,2542.6063581964977
200233,8576.494644024948
200234,77.86553501517774
200235,11611.842238345875
